id;word;polarity
5463;pulcro;1
5464;pulha;-1
5465;pulhice;-1
5466;pulverizado;-1
5467;pundonoroso;1
5468;pungente;0
5469;punido;-1
5470;punir;1
5471;pureza;1
5472;purificado;1
5473;purista;0
5474;puritano;-1
5475;puro;1
5476;púrrio;-1
5477;pusilânime;-1
5478;puto;-1
5479;putrefato;-1
5480;pútrido;-1
5481;puxadinho;-1
5482;quadrado;-1
5483;quadrúpede;-1
5484;qualificado;1
5485;quebrado;-1
5486;quebrantado;-1
5487;quebrantar;-1
5488;quebrar;-1
5489;quebrar;
5490;quebrar;
5491;queimado;-1
5492;queimar;1
5493;queimar-se;-1
5494;queixinhas;-1
5495;queixoso;-1
5496;queixudo;-1
5497;quente;0
5498;queque;-1
5499;querido;1
5500;querubínico;1
5501;questionável;-1
5502;quezilento;-1
5503;quezília;-1
5504;quieto;0
5505;quisto;1
5506;quixotesco;-1
5507;rabelaisiano;-1
5508;rabeta;-1
5509;rabicho;-1
5510;rabigo;0
5511;rabino;-1
5512;rabudo;-1
5513;rabugento;-1
5514;rabugice;-1
5515;rabulista;-1
5516;racional;1
5517;racionalista;0
5518;racista;-1
5519;radiante;1
5520;radical;0
5521;radicalista;-1
5522;radioso;1
5523;raiva;-1
5524;raivento;-1
5525;raivoso;-1
5526;ralado;-1
5527;ralador;-1
5528;ralhão;-1
5529;ralhar;0
5530;ralheta;-1
5531;rameloso;-1
5532;rancor;-1
5533;rancores;-1
5534;rancoroso;-1
5535;rançoso;-1
5536;ranheta;-1
5537;ranhosice;-1
5538;ranhoso;-1
5539;ranzinza;-1
5540;rápido;1
5541;rapioqueiro;-1
5542;raposeiro;-1
5543;raposino;-1
5544;raquítico;-1
5545;raquitismo;-1
5546;raro;1
5547;rasca;-1
5548;rasgado;-1
5549;rasteiro;-1
5550;rastejante;-1
5551;rato;0
5552;razoável;1
5553;reaccionário;-1
5554;reacionário;-1
5555;reactivo;-1
5556;real;1
5557;realismo;1
5558;realista;1
5559;realizado;1
5560;reativo;-1
5561;rebaixado;-1
5562;rebaixar;1
5563;rebaixar-se;-1
5564;rebarbativo;-1
5565;rebater;1
5566;rebatido;-1
5567;rebelado;-1
5568;rebelde;-1
5569;rebuscado;-1
5570;recalcado;-1
5571;recalcamento;-1
5572;recalcitrante;-1
5573;recatado;1
5574;receoso;-1
5575;receptível;1
5576;receptividade;1
5577;receptivo;1
5578;recetível;1
5579;recetividade;1
5580;recetivo;1
5581;rechaçado;-1
5582;rechonchudo;-1
5583;recluso;-1
5584;recomendado;1
5585;recomendável;1
5586;recomposto;1
5587;reconciliador;1
5588;reconfortado;1
5589;reconstituído;1
5590;recreativo;1
5591;recriminador;-1
5592;recriminar;0
5593;rectidão;1
5594;rectilíneo;1
5595;recto;1
5596;recuperado;1
5597;recuperável;1
5598;recusado;-1
5599;redentor;0
5600;redimível;0
5601;redivivo;1
5602;redondo;-1
5603;reducionista;-1
5604;redundância;-1
5605;redundante;-1
5606;redutor;-1
5607;reduzido;-1
5608;reelegível;1
5609;reeleito;1
5610;refalsado;-1
5611;refeito;1
5612;refilão;-1
5613;refinado;0
5614;reflectido;1
5615;reflectivo;1
5616;refletido;1
5617;refletivo;1
5618;reflexivo;1
5619;reforçado;1
5620;refractário;-1
5621;refratário;-1
5622;refrescado;0
5623;refrescante;1
5624;refugiado;-1
5625;refugiar-se;-1
5626;refulgente;1
5627;refutado;-1
5628;refutar;1
5629;regalado;1
5630;regatão;-1
5631;regateador;-1
5632;regateiro;-1
5633;regelado;-1
5634;regenerado;1
5635;regenerável;1
5636;régio;1
5637;regrado;1
5638;regular;1
5639;reinadio;1
5640;reinante;1
5641;reincidente;-1
5642;reivindicador;0
5643;reivindicativo;0
5644;rejeitado;-1
5645;rejuvenescido;1
5646;relambório;-1
5647;relapso;-1
5648;relaxado;-1
5649;reles;-1
5650;relevante;1
5651;religioso;0
5652;remansado;0
5653;remansoso;0
5654;remediado;0
5655;remelado;-1
5656;remeloso;-1
5657;remendado;-1
5658;remendão;-1
5659;remendeiro;-1
5660;remisso;-1
5661;remoçado;1
5662;render-se;-1
5663;renegado;-1
5664;renitente;0
5665;renovado;1
5666;repelente;-1
5667;repelido;-1
5668;repelir;1
5669;repentinoso;-1
5670;repetente;-1
5671;repetitivo;-1
5672;repimpado;0
5673;replicador;-1
5674;reposto;1
5675;repreender;0
5676;repreensível;-1
5677;represo;-1
5678;repressão;-1
5679;repressivo;-1
5680;repressor;-1
5681;reprimido;-1
5682;reprimir;1
5683;reprovação;-1
5684;reprovado;-1
5685;reprovador;-1
5686;reprovar;0
5687;reprovável;-1
5688;reptante;-1
5689;réptil;-1
5690;repudiar;0
5691;repugnância;-1
5692;repugnante;-1
5693;repulsão;-1
5694;repulsivo;-1
5695;repulso;-1
5696;reputado;1
5697;requebrado;-1
5698;requebro;-1
5699;requintado;1
5700;reservado;0
5701;resignado;-1
5702;resmungão;-1
5703;resmunguice;-1
5704;resoluto;1
5705;resolvido;1
5706;respeitabilidade;1
5707;respeitado;1
5708;respeitador;1
5709;respeitar;0
5710;respeitável;1
5711;respeito;1
5712;respeitoso;1
5713;respingão;-1
5714;respondão;-1
5715;respondedor;-1
5716;responsabilidade;1
5717;responsabilizar;0
5718;responsabilizável;0
5719;responsável;1
5720;ressabiado;-1
5721;ressabido;1
5722;ressarcido;1
5723;ressentido;-1
5724;ressequido;-1
5725;ressuscitado;1
5726;restabelecido;1
5727;restaurado;1
5728;restringido;-1
5729;restritivo;0
5730;retardado;-1
5731;reticente;-1
5732;retidão;1
5733;retido;-1
5734;retilíneo;1
5735;reto;1
5736;retorcido;-1
5737;retórico;-1
5738;retorto;-1
5739;retracto;-1
5740;retraído;-1
5741;retrair-se;-1
5742;retrete;-1
5743;retrocesso;-1
5744;retrogradação;-1
5745;retrógrado;-1
5746;retrospectivo;0
5747;retrospetivo;0
5748;retumbante;-1
5749;réu;-1
5750;revel;-1
5751;revelho;-1
5752;reverenciado;1
5753;reverenciador;0
5754;reverencioso;0
5755;reverente;0
5756;revigorado;1
5757;revoltado;-1
5758;revoltante;-1
5759;revoltar-se;0
5760;revoltoso;-1
5761;revolucionado;-1
5762;revolucionário;0
5763;rezina;-1
5764;rezingão;-1
5765;ribaldeiro;-1
5766;ribaldo;-1
5767;ricaço;0
5768;ricalhaço;0
5769;rico;1
5770;ridente;1
5771;ridicularização;-1
5772;ridicularizador;-1
5773;ridicularizante;-1
5774;ridicularizar;1
5775;ridicularizar-se;-1
5776;ridiculez;-1
5777;ridículo;-1
5778;ridículo;-1
5779;rígido;0
5780;rigor;1
5781;rigorista;-1
5782;rigoroso;1
5783;rijo;1
5784;risível;-1
5785;risonho;1
5786;rispidez;-1
5787;ríspido;-1
5788;robustecido;1
5789;robustez;1
5790;robusto;1
5791;rodado;-1
5792;roedor;-1
5793;roer-se;-1
5794;rogativo;0
5795;rolê;-1
5796;roliço;-1
5797;romanesco;0
5798;romântico;0
5799;rompido;-1
5800;roncador;-1
5801;roncante;-1
5802;roncão;-1
5803;ronceiro;-1
5804;rosnar;-1
5805;rotineiro;0
5806;roto;-1
5807;roubado;-1
5808;roubar;-1
5809;rouco;-1
5810;roufenho;-1
5811;rouquidão;-1
5812;rúbeo;0
5813;rubicundo;0
5814;ruborescido;0
5815;ruborizado;0
5816;rubro;0
5817;rude;-1
5818;rudeza;-1
5819;rudimentar;-1
5820;ruído;-1
5821;ruidoso;-1
5822;ruim;-1
5823;ruindade;-1
5824;ruinoso;-1
5825;russófobo;-1
5826;rústico;-1
5827;sabedor;0
5828;sabedoria;1
5829;saber;
5830;sabichão;-1
5831;sabido;0
5832;sábio;1
5833;sabotar;-1
5834;sacado;-1
5835;sacana;-1
5836;saciado;0
5837;sacrificador;0
5838;sacrificar-se;1
5839;sacrifício;-1
5840;sacrilégio;-1
5841;sacrílego;-1
5842;sacrista;-1
5843;sacudir;1
5844;sacudir;
5845;sádico;-1
5846;sadio;1
5847;sadismo;-1
5848;sadista;-1
5849;safado;-1
5850;sáfaro;-1
5851;safar-se;1
5852;sáfio;-1
5853;safo;0
5854;sagaz;1
5855;sage;1
5856;sagrado;1
5857;sair;
5858;sair;
5859;sair;
5860;sair;
5861;saloiice;-1
5862;saloio;-1
5863;saltão;-1
5864;saltar;
5865;saltitante;-1
5866;salutar;1
5867;salvar;1
5868;salvar;
5869;salvável;0
5870;salvo;1
5871;sanado;1
5872;sandeu;-1
5873;sangrento;-1
5874;sanguessuga;-1
5875;sanguinário;-1
5876;sangüinário;-1
5877;sanguinolência;-1
5878;sanguinolento;-1
5879;sanha;-1
5880;sanhudo;-1
5881;santificado;1
5882;santo;1
5883;são;1
5884;sapeca;-1
5885;sapiência;1
5886;sapiente;1
5887;sapudo;-1
5888;saquear;-1
5889;sarado;1
5890;sarcástico;-1
5891;sardanapalesco;-1
5892;sardónico;-1
5893;sarna;-1
5894;sarnento;-1
5895;sarnoso;-1
5896;satânico;-1
5897;satanismo;-1
5898;satírico;-1
5899;satirizar;0
5900;satisfação;1
5901;satisfeito;1
5902;saturado;-1
5903;saturante;-1
5904;saudável;1
5905;sebentice;-1
5906;sebento;-1
5907;seboso;-1
5908;secante;-1
5909;seco;-1
5910;sectário;-1
5911;sedentário;-1
5912;sedente;-1
5913;sedento;-1
5914;sedicioso;-1
5915;sedoso;1
5916;sedutor;1
5917;seduzir;1
5918;segregado;-1
5919;seguir;
5920;segurança;1
5921;seguro;1
5922;selectivo;0
5923;selecto;1
5924;seletivo;0
5925;seleto;1
5926;selvagem;-1
5927;selvajaria;-1
5928;selvático;-1
5929;sem-carácter;-1
5930;sem-caráter;-1
5931;semibárbaro;-1
5932;semicivilizado;-1
5933;semiconsciente;-1
5934;semidivino;1
5935;semierudito;0
5936;semilouco;-1
5937;semimorto;-1
5938;seminal;1
5939;seminu;-1
5940;semivivo;-1
5941;sem-sabor;-1
5942;sem-sal;-1
5943;senhor;
5944;senil;-1
5945;senilidade;-1
5946;sensaborão;-1
5947;sensacional;1
5948;sensacionalista;-1
5949;sensatez;1
5950;sensato;1
5951;sensibilizar;1
5952;sensitivo;0
5953;sensível;1
5954;sensual;1
5955;sensualidade;1
5956;sentenciado;-1
5957;sentencioso;-1
5958;sentimental;0
5959;sentimentalista;0
5960;sentir;
5961;sentir;
5962;sequestração;-1
5963;sequestrar;-1
5964;sequestrável;-1
5965;sequestro;-1
5966;sequioso;-1
5967;ser;
5968;ser;
5969;ser;
5970;ser;
5971;ser;
5972;ser;
5973;ser;
5974;ser;
5975;ser;
5976;ser;
5977;seráfico;0
5978;serelepe;-1
5979;serenidade;1
5980;sereno;1
5981;seriedade;1
5982;sério;0
5983;sertanejo;-1
5984;serviçal;0
5985;servil;-1
5986;servilismo;-1
5987;servo;-1
5988;severo;-1
5989;sevo;-1
5990;sexy;1
5991;showoff;-1
5992;sibilino;-1
5993;sifilítico;-1
5994;silenciar;1
5995;silencioso;0
5996;silente;0
5997;simpatia;1
5998;simpático;1
5999;simpatizante;1
6000;simpatizar;0
6001;simples;0
6002;simplificador;0
6003;simplista;-1
6004;simplório;-1
6005;simulado;-1
6006;sinceridade;1
6007;sincero;1
6008;singelo;0
6009;singular;0
6010;sinistro;-1
6011;sintético;0
6012;sinuoso;-1
6013;siso;1
6014;sistematicidade;1
6015;sistemático;1
6016;sisudo;-1
6017;snob;-1
6018;snobe;-1
6019;snobismo;-1
6020;soberano;0
6021;soberbo;1
6022;sobranceiro;0
6023;sobrealimentado;-1
6024;sobrecarregado;-1
6025;sobredotado;1
6026;sobressair;1
6027;sobressaltado;-1
6028;sobressalto;-1
6029;sobriedade;1
6030;sóbrio;1
6031;sociável;1
6032;socorrido;0
6033;soez;-1
6034;sofista;-1
6035;sofisticação;1
6036;sofisticado;1
6037;sofredor;-1
6038;sôfrego;-1
6039;sofrer;-1
6040;sofrido;-1
6041;sofrimento;-1
6042;solene;0
6043;solerte;-1
6044;solícito;1
6045;solicitude;1
6046;solidão;-1
6047;solidário;1
6048;sólido;1
6049;solitário;-1
6050;soltar-se;1
6051;soluçante;-1
6052;sombrio;-1
6053;sonâmbulo;-1
6054;sonante;1
6055;songamonga;-1
6056;songa-monga;-1
6057;sonhador;0
6058;sonolência;-1
6059;sonolento;-1
6060;sonsice;-1
6061;sonso;-1
6062;sopeiro;-1
6063;sordidez;-1
6064;sórdido;-1
6065;sorna;-1
6066;sorrateiro;-1
6067;sorrelfo;-1
6068;sorridente;1
6069;sorumbático;-1
6070;sossegado;1
6071;soturno;-1
6072;sovado;-1
6073;sovar;1
6074;sovina;-1
6075;sovinice;-1
6076;stress;-1
6077;stressado;-1
6078;suave;1
6079;subjectivo;-1
6080;subjetivo;-1
6081;subjugação;-1
6082;subjugado;-1
6083;subjugador;-1
6084;subjugante;-1
6085;subjugar;0
6086;sublimado;1
6087;sublime;1
6088;sublimidade;1
6089;submergido;-1
6090;submerso;-1
6091;submetido;-1
6092;submissão;-1
6093;submisso;-1
6094;subordinado;-1
6095;subordinador;0
6096;subordinante;-1
6097;subornado;-1
6098;subornador;-1
6099;subornar;-1
6100;subornável;-1
6101;suborno;-1
6102;subserviência;-1
6103;subserviente;-1
6104;subtil;0
6105;subversão;-1
6106;subversivo;-1
6107;subversor;-1
6108;sucesso;1
6109;sucinto;0
6110;sucumbir;-1
6111;súdito;-1
6112;sufocado;-1
6113;sufocador;-1
6114;sufocamento;-1
6115;sufocante;-1
6116;sufocar;0
6117;sugar;-1
6118;sugestionável;-1
6119;sugestivo;0
6120;suicida;-1
6121;suicidar-se;-1
6122;suicídio;-1
6123;suíno;-1
6124;sujidade;-1
6125;sujo;-1
6126;sumário;0
6127;sumição;-1
6128;sumido;-1
6129;sumptuoso;1
6130;suntuoso;1
6131;superar;1
6132;superconfiante;1
6133;superdefensivo;-1
6134;superdotado;1
6135;superelegância;1
6136;superelegante;1
6137;superexigente;0
6138;superficial;-1
6139;superficialidade;-1
6140;supérfluo;-1
6141;superior;1
6142;superlotado;-1
6143;superprotector;0
6144;superprotetor;0
6145;supersensível;-1
6146;supersticioso;-1
6147;supimpa;1
6148;supino;0
6149;suplantado;-1
6150;suplantar;1
6151;suplicar;-1
6152;suposto;-1
6153;supremo;1
6154;suprimido;-1
6155;surdez;-1
6156;surdo;-1
6157;surpreendente;1
6158;surrado;-1
6159;surreal;-1
6160;surrealista;-1
6161;surro;-1
6162;susceptibilidade;-1
6163;susceptível;-1
6164;suscetibilidade;-1
6165;suscetível;-1
6166;suspeito;-1
6167;suspicaz;-1
6168;suspirante;0
6169;suspiroso;0
6170;sussurrante;0
6171;susto;-1
6172;sutil;0
6173;tabagista;-1
6174;tablóide;-1
6175;tabu;-1
6176;tacanhez;-1
6177;tacanho;-1
6178;tachado;-1
6179;tácito;-1
6180;taciturnidade;-1
6181;taciturno;-1
6182;taful;-1
6183;tagarela;-1
6184;talento;1
6185;talentoso;1
6186;tamanco;-1
6187;tamaninho;-1
6188;tangível;1
6189;tanso;-1
6190;tapado;-1
6191;tara;-1
6192;tarado;-1
6193;tarasco;-1
6194;tardíloquo;-1
6195;tardio;-1
6196;tardo;-1
6197;tareco;-1
6198;tareia;-1
6199;tarimbeiro;-1
6200;tarouco;-1
6201;tarouquice;-1
6202;tartamudo;-1
6203;tartufo;-1
6204;tato;-1
6205;teatral;-1
6206;teatralidade;-1
6207;teatralizar;-1
6208;tédio;-1
6209;tedioso;-1
6210;teimoso;-1
6211;telhudo;-1
6212;temer;-1
6213;temerário;-1
6214;temeroso;-1
6215;temido;-1
6216;temível;-1
6217;temoroso;-1
6218;temperado;1
6219;temperamental;-1
6220;temperante;0
6221;tempestivo;-1
6222;tempestuoso;-1
6223;temporizador;1
6224;temudo;-1
6225;tenaz;0
6226;tendenciosidade;-1
6227;tendencioso;-1
6228;tenebrosidade;-1
6229;tenebroso;-1
6230;tenro;-1
6231;tensão;-1
6232;tenso;-1
6233;tênue;0
6234;teórico;0
6235;ter;
6236;ter;
6237;ter;
6238;ter;
6239;ter;
6240;ter;
6241;ter;
6242;ter;
6243;ter;
6244;ter;
6245;ter;
6246;ter;
6247;ter;
6248;ter;
6249;ter;
6250;ter;
6251;ter;
6252;ter;
6253;ter;
6254;ter;
6255;ter;
6256;ter;
6257;ter;
6258;ter;
6259;ter;
6260;ter;
6261;ter;
6262;ter;
6263;ter;
6264;ter;
6265;ter;
6266;ter;
6267;ter;
6268;ter;
6269;terminante;0
6270;terno;1
6271;ternura;1
6272;ternurento;1
6273;terráqueo;0
6274;terrenho;-1
6275;terreno;0
6276;terrestre;0
6277;terrificante;-1
6278;terrífico;-1
6279;terrível;-1
6280;terror;-1
6281;terrorífico;-1
6282;terrorismo;-1
6283;terrorista;-1
6284;terso;0
6285;teso;-1
6286;testo;1
6287;testudo;-1
6288;tétrico;-1
6289;tetro;-1
6290;tigre;-1
6291;tigrino;-1
6292;tímido;-1
6293;timorato;-1
6294;tinhosice;-1
6295;tinhoso;-1
6296;tino;1
6297;tirania;-1
6298;tirânico;-1
6299;tiranizar;-1
6300;tirano;-1
6301;tirar;
6302;tirar;
6303;tirar;
6304;tirar;
6305;tirar;
6306;tiririca;-1
6307;tiritante;-1
6308;tísico;-1
6309;tisnado;0
6310;titilante;0
6311;titubeante;-1
6312;tocado;-1
6313;tocador;-1
6314;tocante;0
6315;todo-poderoso;0
6316;toldado;-1
6317;toleirão;-1
6318;tolerância;1
6319;tolerante;1
6320;tolhido;-1
6321;tolhimento;-1
6322;tolo;-1
6323;tomar;
6324;tomar;
6325;tombado;-1
6326;tonante;0
6327;tonificado;1
6328;tontice;-1
6329;tontinho;-1
6330;tonto;-1
6331;tontura;-1
6332;torcido;-1
6333;tormento;-1
6334;tormentoso;-1
6335;torpe;-1
6336;torto;-1
6337;tortuosidade;-1
6338;tortuoso;-1
6339;tortura;-1
6340;torturado;-1
6341;torturador;-1
6342;torturante;-1
6343;torturar;1
6344;torvo;-1
6345;tosco;-1
6346;totó;-1
6347;tóxico;-1
6348;toxicodependência;-1
6349;toxicodependente;-1
6350;toxicomania;-1
6351;toxicómano;-1
6352;trabalhadeira;1
6353;trabalhador;1
6354;traficante;-1
6355;trafulha;-1
6356;trafulhice;-1
6357;tragédia;-1
6358;trágico;-1
6359;traição;-1
6360;traiçoeiro;-1
6361;traído;-1
6362;traidor;-1
6363;trair;-1
6364;trama;-1
6365;tramado;-1
6366;tramar;1
6367;trampa;-1
6368;trampolineiro;-1
6369;tramposo;-1
6370;trangalhadanças;-1
6371;tranquilidade;1
6372;tranquilizador;1
6373;tranquilizante;1
6374;tranquilo;1
6375;tranqüilo;1
6376;transfigurado;0
6377;transformado;0
6378;transgredir;-1
6379;transido;-1
6380;transigente;-1
6381;translúcido;1
6382;transparência;1
6383;transparente;1
6384;transtornado;-1
6385;transtornar;1
6386;transtorno;-1
6387;transviado;-1
6388;trapaceiro;-1
6389;trapacento;-1
6390;trapalhada;-1
6391;trapalhão;-1
6392;trapalhice;-1
6393;traquejado;1
6394;traquina;-1
6395;tratado;1
6396;tratante;-1
6397;tratável;1
6398;trauliteiro;-1
6399;trauma;-1
6400;travesso;-1
6401;travessura;-1
6402;travestido;-1
6403;trazer;
6404;trazer;
6405;trazer;
6406;trazer;
6407;trazer;
6408;tremebundo;-1
6409;tremelicas;-1
6410;tremente;-1
6411;tremer;-1
6412;tremido;-1
6413;trémulo;-1
6414;trêmulo;-1
6415;trepador;0
6416;tresloucado;-1
6417;tresmalhado;-1
6418;treta;-1
6419;trevoso;-1
6420;trincado;-1
6421;triste;-1
6422;tristeza;-1
6423;tristonho;-1
6424;triturado;-1
6425;triunfador;1
6426;triunfante;1
6427;triunfo;1
6428;trivial;-1
6429;trocar;
6430;trocar;
6431;troca-tintas;-1
6432;trocista;-1
6433;troglodita;-1
6434;troliteiro;-1
6435;trombudo;-1
6436;trôpego;-1
6437;truanesco;-1
6438;trucidação;-1
6439;trucidado;-1
6440;trucidante;-1
6441;trucidar;1
6442;truculência;-1
6443;truculento;-1
6444;truque;-1
6445;tumulto;-1
6446;tumultuado;-1
6447;tumultuário;-1
6448;tumultuoso;-1
6449;turbador;-1
6450;turbulência;-1
6451;turbulento;-1
6452;turrão;-1
6453;ubíquo;1
6454;ufano;0
6455;ultrajado;-1
6456;ultrajante;-1
6457;ultrajar;-1
6458;ultraje;-1
6459;ultrapassado;-1
6460;ultrapassar;1
6461;unificador;1
6462;uniforme;0
6463;uniformizador;1
6464;unívoco;1
6465;untuosidade;-1
6466;untuoso;-1
6467;urbano;0
6468;urinado;-1
6469;usar;-1
6470;usurário;-1
6471;usurpador;-1
6472;usurpar;-1
6473;útil;1
6474;utopia;-1
6475;utópico;-1
6476;utopista;-1
6477;uxoricida;-1
6478;vacilação;-1
6479;vacilante;0
6480;vacilar;-1
6481;vadiação;-1
6482;vadiagem;-1
6483;vadio;-1
6484;vagabundagem;-1
6485;vagabundo;-1
6486;vagamundo;-1
6487;vagaroso;-1
6488;vago;-1
6489;vaguear;-1
6490;vagueza;-1
6491;vaiado;-1
6492;vaidoso;-1
6493;valentão;1
6494;valente;1
6495;valentia;1
6496;valetudinário;-1
6497;validade;1
6498;válido;1
6499;valioso;1
6500;valorizar;0
6501;valoroso;1
6502;vandálico;-1
6503;vandalismo;-1
6504;vândalo;-1
6505;vangloriar-se;-1
6506;vanguardeiro;1
6507;vanguardista;1
6508;vantagem;1
6509;vantajoso;1
6510;vão;-1
6511;vaporoso;0
6512;varado;-1
6513;varonil;1
6514;varrido;-1
6515;vassalo;-1
6516;vazio;-1
6517;vedado;-1
6518;veemente;0
6519;velado;-1
6520;velhacaria;-1
6521;velhaco;-1
6522;velho;-1
6523;velhote;-1
6524;veloso;0
6525;veloz;1
6526;venal;-1
6527;vencedor;1
6528;vencer;1
6529;vencido;-1
6530;vencível;-1
6531;vendedor;-1
6532;vender;
6533;vender;
6534;vender-se;-1
6535;vendido;-1
6536;veneno;-1
6537;venenoso;-1
6538;venerado;1
6539;venerando;1
6540;venerar;0
6541;venerável;1
6542;ventrudo;-1
6543;venturoso;1
6544;ver;
6545;ver;
6546;ver;
6547;ver;
6548;veracidade;1
6549;veraz;1
6550;verdade;1
6551;vergado;-1
6552;vergonha;-1
6553;vergonhoso;-1
6554;veridicidade;1
6555;verídico;1
6556;vermelhusco;-1
6557;verosímil;1
6558;verosimilhante;1
6559;verrinoso;-1
6560;versado;1
6561;versátil;1
6562;versatilidade;1
6563;vertical;1
6564;vesgo;-1
6565;vetusto;0
6566;vexação;-1
6567;vexado;-1
6568;vexar;1
6569;viajado;1
6570;vibrante;0
6571;viciado;-1
6572;vicioso;-1
6573;viçosidade;1
6574;viçoso;1
6575;videirinho;-1
6576;vigarice;-1
6577;vigarista;-1
6578;vígaro;-1
6579;vigiado;0
6580;vígil;1
6581;vigor;1
6582;vigoroso;1
6583;vil;-1
6584;vilão;-1
6585;vinagrento;-1
6586;vindicativo;0
6587;vingança;-1
6588;vingativo;-1
6589;vinolência;-1
6590;vinolento;-1
6591;violado;-1
6592;violentado;-1
6593;violento;-1
6594;viperino;-1
6595;vira-casacas;-1
6596;virar;
6597;virar;
6598;virar;
6599;virginal;0
6600;viril;1
6601;virtuoso;1
6602;virulento;-1
6603;visceral;-1
6604;viscoso;-1
6605;visionário;1
6606;vistoso;1
6607;vitalista;0
6608;vitalizador;1
6609;vítima;-1
6610;vitimar;1
6611;vitimização;-1
6612;vitória;1
6613;vitorioso;1
6614;vivaço;1
6615;vivaz;1
6616;vivedor;1
6617;vivido;1
6618;vívido;0
6619;vivificador;1
6620;vivificante;0
6621;vivo;1
6622;vociferação;-1
6623;vociferador;-1
6624;vociferante;-1
6625;voltar;
6626;voltar;
6627;voltar;
6628;voluntariosidade;1
6629;voluntarioso;-1
6630;voluntarista;0
6631;voluptuoso;0
6632;volúvel;-1
6633;vomitado;-1
6634;vomitar-se;-1
6635;vómito;-1
6636;vorace;-1
6637;voraz;-1
6638;votar;0
6639;vulgar;-1
6640;vulgaridade;-1
6641;vulgarizado;-1
6642;vulgarizador;-1
6643;vulnerabilidade;-1
6644;vulnerável;-1
6645;xenófilo;1
6646;xenofobia;-1
6647;xenófobo;-1
6648;xexé;-1
6649;xingar;-1
6650;zaino;-1
6651;zanga;-1
6652;zangado;-1
6653;zargo;0
6654;zarolho;-1
6655;zelo;1
6656;zeloso;1
6657;zelote;-1
6658;zombar;1
6659;zombeteiro;-1
6660;zonzeira;-1
6661;zonzo;-1
6662;zote;-1
6663;zumbidor;-1
