id;word;polarity
2760;escarninho;-1
2761;escárnio;-1
2762;escarrapachado;-1
2763;escavacado;-1
2764;escaveirado;-1
2765;esclarecedor;1
2766;esclarecer;1
2767;esclarecido;1
2768;esclerosado;-1
2769;esclerose;-1
2770;esclerótico;-1
2771;escolarizado;1
2772;esconder;-1
2773;esconder-se;-1
2774;escondido;-1
2775;esconso;-1
2776;escoriado;-1
2777;escorraçado;-1
2778;escorregadio;-1
2779;escorregar;-1
2780;escorreito;1
2781;escrachado;-1
2782;escravizado;-1
2783;escrupuloso;1
2784;esculachado;-1
2785;escultural;1
2786;escuro;-1
2787;escusado;-1
2788;escuso;-1
2789;esdrúxulo;-1
2790;esfaimado;-1
2791;esfalfado;-1
2792;esfarrapado;-1
2793;esférico;-1
2794;esfíngico;-1
2795;esfomeado;-1
2796;esforçado;1
2797;esfuziante;1
2798;esgalgado;-1
2799;esganação;-1
2800;esganado;-1
2801;esganar;1
2802;esganiçado;-1
2803;esgazeado;-1
2804;esgazeamento;-1
2805;esgotado;-1
2806;esgotamento;-1
2807;esgotante;-1
2808;esgotar;1
2809;esgrouviado;-1
2810;esguedelhado;-1
2811;esguio;0
2812;esmagado;-1
2813;esmagador;0
2814;esmagar;1
2815;esmerado;1
2816;esmerar-se;1
2817;esmero;1
2818;esmilhafrado;-1
2819;esmoler;1
2820;esmorecer;-1
2821;esmorecido;-1
2822;esmorecimento;-1
2823;esotérico;0
2824;espalhafato;-1
2825;espalhafatoso;-1
2826;espalhanço;-1
2827;espampanante;-1
2828;espancado;-1
2829;espancar;1
2830;espantoso;0
2831;esparramado;-1
2832;espartano;0
2833;espatifado;-1
2834;espaventoso;-1
2835;espavorido;-1
2836;especado;-1
2837;especial;1
2838;especioso;0
2839;espectacular;1
2840;espectral;1
2841;esperançado;1
2842;esperançoso;1
2843;espertalhão;-1
2844;esperto;0
2845;espetacular;1
2846;espetaculoso;-1
2847;espetado;-1
2848;espevitado;1
2849;espezinhado;-1
2850;espezinhar;1
2851;espinhento;-1
2852;espinhoso;-1
2853;espiritual;0
2854;espiritualista;0
2855;espirituoso;1
2856;esplendente;1
2857;esplêndido;1
2858;esplendoroso;1
2859;espontaneidade;1
2860;espontâneo;1
2861;espremido;-1
2862;espúrio;-1
2863;esquálido;-1
2864;esquecediço;-1
2865;esquecido;-1
2866;esquelético;-1
2867;esquentado;-1
2868;esquerdóide;-1
2869;esquinado;-1
2870;esquisitice;-1
2871;esquisito;-1
2872;esquivo;-1
2873;esquizofrenia;-1
2874;esquizofrénico;-1
2875;esquizóide;-1
2876;esquizoidia;-1
2877;essénio;0
2878;estabanado;-1
2879;estabilidade;1
2880;estacado;-1
2881;estafado;-1
2882;estagnado;-1
2883;estagnar;-1
2884;estalado;-1
2885;estampado;-1
2886;estancado;-1
2887;estanhado;-1
2888;estapafúrdio;-1
2889;estar;
2890;estar;
2891;estar;
2892;estar;
2893;estar;
2894;estar;
2895;estar;
2896;estar;
2897;estar;
2898;estar;
2899;estar;
2900;estar;
2901;estar;
2902;estar;
2903;estar;
2904;estar;
2905;estar;
2906;estar;
2907;estar;
2908;estar;
2909;estar;
2910;estar;
2911;estar;
2912;estar;
2913;estar;
2914;estar;
2915;estar;
2916;estar;
2917;estar;
2918;estar;
2919;estar;
2920;estar;
2921;estar;
2922;estar;
2923;estar;
2924;estar;
2925;estar;
2926;estar;
2927;estar;
2928;estar;
2929;estar;
2930;estar;
2931;estar;
2932;estar;
2933;estar;
2934;estar;
2935;estar;
2936;estarola;-1
2937;estarolice;-1
2938;estarrecer;1
2939;estarrecido;-1
2940;estatelado;-1
2941;estatelar-se;-1
2942;estático;-1
2943;estavanado;-1
2944;estável;1
2945;estendido;-1
2946;estentóreo;0
2947;estentórico;0
2948;estereotipado;-1
2949;estéril;-1
2950;esterilidade;-1
2951;esticado;-1
2952;estigmatizado;-1
2953;estiloso;-1
2954;estimado;1
2955;estimável;1
2956;estimulado;0
2957;estirado;-1
2958;estóico;-1
2959;estoirado;-1
2960;estoiro;-1
2961;estorvar;1
2962;estourado;-1
2963;estouvado;-1
2964;estrábico;-1
2965;estragado;-1
2966;estrambólico;-1
2967;estrambótico;-1
2968;estrangeirado;-1
2969;estrangulado;-1
2970;estrangular;1
2971;estranho;-1
2972;estratagema;-1
2973;estremunhado;-1
2974;estrénuo;1
2975;estridente;-1
2976;estroina;-1
2977;estropiado;-1
2978;estruturado;-1
2979;estudioso;1
2980;estulto;-1
2981;estupefaciente;-1
2982;estupendo;1
2983;estupidez;-1
2984;estúpido;-1
2985;estuporado;-1
2986;estuprado;-1
2987;esvaziado;-1
2988;etéreo;1
2989;etilizado;-1
2990;eufónico;1
2991;eufórico;1
2992;eunuco;-1
2993;eurocéptico;0
2994;eurocético;0
2995;europeísta;0
2996;evasão;-1
2997;evasivo;-1
2998;evitar;-1
2999;exacerbado;-1
3000;exagerado;-1
3001;exagerar;-1
3002;exalado;-1
3003;exaltado;-1
3004;exaltar-se;-1
3005;exangue;-1
3006;exasperação;-1
3007;exasperado;-1
3008;exasperar;-1
3009;exasperar-se;-1
3010;exato;1
3011;exaustão;-1
3012;exausto;-1
3013;exceder;1
3014;exceder-se;-1
3015;excelência;1
3016;excelente;1
3017;excelso;1
3018;excêntrico;0
3019;excepcional;1
3020;excessividade;-1
3021;excessivo;-1
3022;excitado;0
3023;excitante;1
3024;excitar;1
3025;excitável;0
3026;excluído;-1
3027;excomungado;-1
3028;execração;-1
3029;execrado;-1
3030;execrar;0
3031;execrável;-1
3032;executado;-1
3033;exemplar;1
3034;exemplaridade;1
3035;exibicionismo;-1
3036;exibicionista;-1
3037;exibido;-1
3038;exibir-se;-1
3039;exigente;0
3040;exilado;-1
3041;eximido;-1
3042;exímio;1
3043;exotérico;-1
3044;expansivo;1
3045;expatriado;-1
3046;expeditivo;1
3047;expedito;1
3048;expelido;-1
3049;experiência;1
3050;experiente;1
3051;experimentado;1
3052;experto;1
3053;explícito;0
3054;explorador;-1
3055;explorar;-1
3056;explosivo;-1
3057;expressivo;1
3058;expropriado;-1
3059;expulsar;1
3060;expulso;-1
3061;extasiado;0
3062;extemporâneo;-1
3063;extenuação;-1
3064;extenuado;-1
3065;extenuante;-1
3066;extenuar;1
3067;exterminar;1
3068;extraordinário;1
3069;extravagante;-1
3070;extraviado;-1
3071;extremista;-1
3072;extremoso;1
3073;extrovertido;1
3074;exuberante;0
3075;exultante;1
3076;fabuloso;1
3077;façanhudo;-1
3078;faccioso;-1
3079;faceiro;0
3080;faceto;1
3081;fácil;0
3082;facínora;-1
3083;facinoroso;-1
3084;factual;1
3085;facundo;0
3086;fadiga;-1
3087;fadigado;-1
3088;falácia;-1
3089;falacioso;-1
3090;falado;1
3091;falador;0
3092;falante;1
3093;falar;
3094;falar;
3095;falar;
3096;falência;-1
3097;falhado;-1
3098;falhanço;-1
3099;falhar;-1
3100;falho;-1
3101;falibilidade;-1
3102;falido;-1
3103;falível;-1
3104;falsear;-1
3105;falseta;-1
3106;falsidade;-1
3107;falto;-1
3108;faltoso;-1
3109;famélico;-1
3110;famigerado;0
3111;faminto;-1
3112;famoso;1
3113;fanfarrão;-1
3114;fanho;-1
3115;fanhoso;-1
3116;fantasiar;-1
3117;fantasista;-1
3118;fantástico;1
3119;fareleiro;-1
3120;farisaico;-1
3121;fariseu;-1
3122;farrista;-1
3123;farronqueiro;-1
3124;farsa;-1
3125;farsante;-1
3126;farsista;-1
3127;farsola;-1
3128;fascinante;1
3129;fascinar;1
3130;fascista;-1
3131;fastidioso;-1
3132;fastio;-1
3133;fatal;-1
3134;fatalista;-1
3135;fatigado;-1
3136;fatigante;-1
3137;fátuo;-1
3138;favorável;1
3139;favorecer;-1
3140;fazer;
3141;fazer;
3142;fazer;
3143;fazer;
3144;fazer;
3145;fazer;
3146;fazer;
3147;fazer;
3148;fazer;
3149;fazer;
3150;fazer;
3151;fazer;
3152;fazer;
3153;fazer;
3154;fazer;
3155;febril;-1
3156;fechado;-1
3157;fecundo;1
3158;fedor;-1
3159;fedorento;-1
3160;feio;-1
3161;feiticista;-1
3162;feitiço;-1
3163;felicidade;1
3164;felicitar;0
3165;felino;-1
3166;feliz;1
3167;felizardo;1
3168;femeeiro;-1
3169;fenomenal;1
3170;ferido;-1
3171;ferino;-1
3172;ferir;0
3173;fero;-1
3174;feroz;-1
3175;ferrado;-1
3176;ferrenho;-1
3177;férreo;-1
3178;fértil;1
3179;ferver;
3180;fervoroso;0
3181;fescenino;-1
3182;festeiro;0
3183;festivo;1
3184;fetichista;-1
3185;fiabilidade;1
3186;fiável;1
3187;ficar;
3188;ficar;
3189;ficar;
3190;ficar;
3191;ficar;
3192;ficar;
3193;ficar;
3194;ficar;
3195;ficar;
3196;ficar;
3197;ficar;
3198;ficar;
3199;ficar;
3200;ficar;
3201;ficar;
3202;ficar;
3203;ficar;
3204;ficar;
3205;ficar;
3206;ficar;
3207;ficar;
3208;ficar;
3209;ficar;
3210;ficar;
3211;ficar;
3212;ficar;
3213;ficar;
3214;ficar;
3215;ficar;
3216;ficar;
3217;ficar;
3218;ficar;
3219;ficar;
3220;fictício;-1
3221;fidalgo;0
3222;fidedignidade;1
3223;fidedigno;1
3224;fidelidade;1
3225;fiel;1
3226;figadal;0
3227;filantrópico;1
3228;filantropo;1
3229;filosofante;0
3230;filosófico;0
3231;filósofo;0
3232;finado;-1
3233;fincado;-1
3234;fingido;-1
3235;fingidor;-1
3236;fingimento;-1
3237;fingir;-1
3238;fino;0
3239;finório;-1
3240;fintar;1
3241;firme;1
3242;firmeza;1
3243;fisgado;-1
3244;fiteiro;-1
3245;fitinhas;-1
3246;fiúza;-1
3247;fixe;1
3248;flagelado;-1
3249;flagelante;-1
3250;flagelar;1
3251;flamante;0
3252;flamejante;0
3253;flatulência;-1
3254;flatulento;-1
3255;flébil;-1
3256;fleumático;0
3257;flexibilidade;1
3258;flexível;1
3259;fluência;1
3260;fluente;1
3261;fluidez;1
3262;fluido;1
3263;fodido;-1
3264;fofo;1
3265;fofoqueiro;-1
3266;fofoquice;-1
3267;fogoso;0
3268;foito;0
3269;folclórico;-1
3270;foleirice;-1
3271;foleiro;-1
3272;folgado;-1
3273;folgazão;0
3274;folião;0
3275;fome;-1
3276;foragido;-1
3277;forasteiro;-1
3278;forçado;-1
3279;formal;0
3280;formalista;0
3281;formidável;1
3282;formoso;1
3283;formosura;1
3284;fornicador;-1
3285;forreta;-1
3286;fortalecido;1
3287;forte;1
3288;fortificado;1
3289;fosco;-1
3290;fotogenia;1
3291;fotogénico;1
3292;fracalhote;-1
3293;fracassado;-1
3294;fracassar;-1
3295;fracasso;-1
3296;fraco;-1
3297;fracote;-1
3298;frágil;-1
3299;fragilidade;-1
3300;fragilizado;-1
3301;fragilizar;1
3302;fragmentado;-1
3303;franco;1
3304;francófilo;0
3305;francófobo;-1
3306;franqueza;1
3307;franzino;-1
3308;fraqueza;-1
3309;fraternal;1
3310;fraternidade;1
3311;fraterno;1
3312;fraturado;-1
3313;fraude;-1
3314;fraudulento;-1
3315;fremente;0
3316;frenético;-1
3317;frescalhote;1
3318;fresco;0
3319;frieza;-1
3320;frigidez;-1
3321;frígido;-1
3322;frio;-1
3323;frito;-1
3324;frivolidade;-1
3325;frívolo;-1
3326;frontal;1
3327;frontalidade;1
3328;frouxidão;-1
3329;frouxo;-1
3330;frugal;1
3331;fruste;-1
3332;frustração;-1
3333;frustrado;-1
3334;frustrar;-1
3335;fugaz;0
3336;fugidio;-1
3337;fugido;-1
3338;fugir;-1
3339;fugir;
3340;fugir;
3341;fugitivo;-1
3342;fujão;-1
3343;fulgurante;0
3344;fulminante;-1
3345;fulo;-1
3346;funcional;1
3347;fundamentado;1
3348;fundamentalista;-1
3349;funesto;-1
3350;furão;0
3351;furibundo;-1
3352;furioso;-1
3353;furtar;-1
3354;furtivo;-1
3355;fustigar;1
3356;fútil;-1
3357;futilidade;-1
3358;futurista;0
3359;fuzilar;1
3360;gabaritado;1
3361;gabarola;-1
3362;gabar-se;-1
3363;gabiru;-1
3364;gadelhudo;-1
3365;gafo;-1
3366;gagá;-1
3367;gago;-1
3368;gaguez;-1
3369;gaiteiro;-1
3370;galante;1
3371;galanteador;0
3372;galdério;-1
3373;galhardo;1
3374;galhofeiro;0
3375;gamar;-1
3376;ganância;-1
3377;ganancioso;-1
3378;gandulagem;-1
3379;gandulo;-1
3380;gangrena;-1
3381;ganhar;1
3382;ganir;-1
3383;ganzado;-1
3384;garboso;1
3385;garganeiro;-1
3386;garotice;-1
3387;garoto;-1
3388;garrido;0
3389;gaseado;-1
3390;gastador;-1
3391;gastar;
3392;gasto;-1
3393;gatuno;-1
3394;gaudério;-1
3395;gay;0
3396;gelado;-1
3397;gélido;-1
3398;generalizador;0
3399;generosidade;1
3400;generoso;1
3401;genial;1
3402;genialidade;1
3403;génio;1
3404;genioso;-1
3405;gentil;1
3406;gentileza;1
3407;gentinha;-1
3408;gentio;-1
3409;genuinidade;1
3410;genuíno;1
3411;germanófilo;0
3412;germanófobo;-1
3413;gigante;0
3414;gigantesco;0
3415;gingão;-1
3416;glamoroso;1
3417;glamour;1
3418;glória;1
3419;glorificado;1
3420;glorioso;1
3421;glutão;-1
3422;goliardo;-1
3423;golpeado;-1
3424;gorado;-1
3425;gordanchudo;-1
3426;gordo;-1
3427;gorducho;-1
3428;gordurento;-1
3429;gorduroso;-1
3430;gostar;0
3431;gostável;1
3432;gostoso;1
3433;governado;1
3434;gozador;-1
3435;gozar;1
3436;gozo;-1
3437;grácil;1
3438;graciosidade;1
3439;gracioso;1
3440;grafomania;-1
3441;grafomaníaco;-1
3442;grafómano;-1
3443;grandalhão;0
3444;grandiloquente;1
3445;grandíloquo;1
3446;grandiosidade;1
3447;grandioso;1
3448;grato;1
3449;grazina;-1
3450;grimpo;1
3451;gringo;-1
3452;gritante;-1
3453;grosseirão;-1
3454;grosseirismo;-1
3455;grosseiro;-1
3456;grosseria;-1
3457;grosso;-1
3458;grotesco;-1
3459;grudento;-1
3460;guapo;1
3461;guerra;-1
3462;guerreiro;0
3463;guicho;0
3464;guloso;-1
3465;hábil;0
3466;habilidade;1
3467;habilidoso;1
3468;habilitado;1
3469;handicap;-1
3470;harmonia;1
3471;harmónico;1
3472;harmônico;1
3473;harmonioso;1
3474;hediondez;-1
3475;hediondo;-1
3476;hemiplegia;-1
3477;hercúleo;1
3478;herege;-1
3479;heresia;-1
3480;herético;-1
3481;hermético;-1
3482;herodiano;-1
3483;heroicidade;1
3484;heróico;1
3485;heroinomania;-1
3486;heroinómano;-1
3487;hesitante;-1
3488;heteróclito;-1
3489;heterogéneo;-1
3490;heterogêneo;-1
3491;hidratado;0
3492;hidrófobo;-1
3493;higiénico;1
3494;hílare;1
3495;hilariante;0
3496;hiperactivo;-1
3497;hiperativo;-1
3498;hiperbólico;-1
3499;hiperconservador;-1
3500;hiperconservadorismo;-1
3501;hipercrítico;-1
3502;hiperculto;1
3503;hiperdotado;1
3504;hipersensibilidade;-1
3505;hipersensível;-1
3506;hipnotização;-1
3507;hipnotizado;-1
3508;hipnotizar;-1
3509;hipnotizável;-1
3510;hipocondria;-1
3511;hipocondríaco;-1
3512;hipocrisia;-1
3513;hipócrita;-1
3514;hirsuto;-1
3515;hirto;0
3516;histeria;-1
3517;histérico;-1
3518;histriónico;-1
3519;hodierno;1
3520;homenagear;0
3521;homicida;-1
3522;homicídio;-1
3523;homiziado;-1
3524;homogéneo;1
3525;honestidade;1
3526;honesto;1
3527;honorabilidade;1
3528;honorável;1
3529;honra;1
3530;honradez;1
3531;honrado;1
3532;honrar;1
3533;honrar;
3534;honrar;
3535;honroso;1
3536;horrendo;-1
3537;horribilidade;-1
3538;hórrido;-1
3539;horrífico;-1
3540;horripilação;-1
3541;horripilante;-1
3542;horrível;-1
3543;horror;-1
3544;horrorizar;-1
3545;horroroso;-1
3546;hospitaleiro;1
3547;hospitalidade;1
3548;hostil;-1
3549;hostilidade;-1
3550;humanidade;1
3551;humanista;0
3552;humanitário;1
3553;humano;1
3554;humilde;0
3555;humilhado;-1
3556;humilhar;1
3557;humilhar-se;-1
3558;ideal;1
3559;idealista;0
3560;idílico;0
3561;idiota;-1
3562;idiotia;-1
3563;idiotice;-1
3564;idólatra;0
3565;idolatrado;1
3566;idoneidade;1
3567;idóneo;1
3568;idôneo;1
3569;idoso;0
3570;ignaro;-1
3571;ignóbil;-1
3572;ignomínia;-1
3573;ignominioso;-1
3574;ignorado;-1
3575;ignorância;-1
3576;ignorante;-1
3577;ignorar;0
3578;ignoto;-1
3579;igual;0
3580;igualitário;0
3581;ilegal;-1
3582;ilegítimo;-1
3583;ilegível;-1
3584;ileso;1
3585;iletrado;-1
3586;ilibado;1
3587;ilibar;0
3588;iliberal;-1
3589;iliteracia;-1
3590;iliterato;-1
3591;ilógico;-1
3592;ilogismo;-1
3593;iludido;-1
3594;iludir;-1
3595;iluminado;1
3596;iluminar;1
3597;ilusão;-1
3598;ilusório;-1
3599;ilustrado;1
3600;ilustre;1
3601;imaculabilidade;1
3602;imaculado;1
3603;imaculável;0
3604;imagético;1
3605;imaginativo;0
3606;imaginoso;0
3607;imaturidade;-1
3608;imaturo;-1
3609;imbatível;1
3610;imbecil;-1
3611;imbecilidade;-1
3612;imerecido;-1
3613;imisericordioso;-1
3614;imitador;-1
3615;imitar;-1
3616;imitativo;-1
3617;imobilizado;-1
3618;imoderação;-1
3619;imoderado;-1
3620;imodéstia;-1
3621;imodesto;-1
3622;imolado;1
3623;imoral;-1
3624;imoralidade;-1
3625;imorigerado;-1
3626;imortal;1
3627;imortalizado;1
3628;imóvel;-1
3629;impaciente;-1
3630;impagável;1
3631;impante;-1
3632;imparável;0
3633;imparcial;1
3634;impassível;0
3635;impatriota;-1
3636;impávido;1
3637;impecabilidade;1
3638;impecável;1
3639;impecunioso;-1
3640;impedido;0
3641;impelido;-1
3642;impenetrável;-1
3643;impenitente;-1
3644;imperceptível;-1
3645;impercetível;-1
3646;imperdoável;-1
3647;imperfeição;-1
3648;imperfeito;-1
3649;imperial;-1
3650;imperialista;-1
3651;imperiosidade;-1
3652;imperioso;-1
3653;imperito;-1
3654;impermanência;-1
3655;impermanente;-1
3656;imperscrutável;-1
3657;impertérrito;1
3658;impertinência;-1
3659;impertinente;-1
3660;imperturbado;1
3661;imperturbável;1
3662;impessoal;-1
3663;impessoalidade;-1
3664;impetuosidade;-1
3665;impetuoso;-1
3666;impiedade;-1
3667;impiedoso;-1
3668;ímpio;-1
3669;implacável;-1
3670;implantado;0
3671;implicado;-1
3672;implicante;-1
3673;implicativo;-1
3674;implorante;0
3675;implorar;-1
3676;implorativo;0
3677;impoluto;1
3678;imponderação;-1
3679;imponderado;-1
3680;imponente;1
3681;impontual;-1
3682;impontualidade;-1
3683;impopular;-1
3684;impopularidade;-1
3685;importunado;-1
3686;importuno;-1
3687;impossível;-1
3688;imposto;-1
3689;impostor;-1
3690;impostura;-1
3691;impotência;-1
3692;impotente;-1
3693;imprecisão;-1
3694;impreciso;-1
3695;impregnado;-1
3696;impreparado;-1
3697;impressionado;0
3698;impressionante;0
3699;impressionar;1
3700;impressionável;-1
3701;imprestabilidade;-1
3702;imprestável;-1
3703;imprevidência;-1
3704;imprevidente;-1
3705;imprevisível;0
3706;improcedência;-1
3707;improcedente;-1
3708;improducente;-1
3709;improdutividade;-1
3710;improdutivo;-1
3711;improvisador;0
3712;imprudência;-1
3713;imprudente;-1
3714;impudente;-1
3715;impudicícia;-1
3716;impudico;-1
3717;impugnado;-1
3718;impulsivo;-1
3719;impuro;-1
3720;imputado;-1
3721;imundície;-1
3722;imundo;-1
3723;imutável;0
3724;inábil;-1
3725;inabilidade;-1
3726;inabordável;-1
3727;inaceitável;-1
3728;inacessível;-1
3729;inacreditável;0
3730;inactividade;-1
3731;inactivo;-1
3732;inadaptado;-1
3733;inadequado;-1
3734;inadmissível;-1
3735;inalterado;0
3736;inamovível;-1
3737;inanimação;-1
3738;inanimado;-1
3739;inânime;-1
3740;inaplicado;-1
3741;inapresentável;-1
3742;inapto;-1
3743;inatacável;1
3744;inatividade;-1
3745;inativo;-1
3746;inaudito;1
3747;inautenticidade;-1
3748;inautêntico;-1
3749;incansável;1
3750;incapacidade;-1
3751;incapaz;-1
3752;incaracterístico;-1
3753;incauto;-1
3754;incendiado;-1
3755;incendiário;-1
3756;incensador;-1
3757;incensurável;1
3758;incerteza;-1
3759;incerto;-1
3760;inchado;-1
3761;incipiente;-1
3762;incisivo;0
3763;incivil;-1
3764;incivilidade;-1
3765;incivilizado;-1
3766;inclemência;-1
3767;inclemente;-1
3768;ínclito;1
3769;incoercível;0
3770;incoerência;-1
3771;incoerente;-1
3772;incógnito;-1
3773;incólume;1
3774;incomodado;-1
3775;incomodar;1
3776;incomodativo;-1
3777;incomodidade;-1
3778;incómodo;-1
3779;incômodo;-1
3780;incompetência;-1
3781;incompetente;-1
3782;incompleto;-1
3783;incompreensibilidade;-1
3784;incompreensível;-1
3785;incomum;0
3786;inconcebível;-1
3787;inconciliável;-1
3788;inconcluso;-1
3789;inconcusso;1
3790;inconfessável;-1
3791;inconfidente;-1
3792;inconformado;0
3793;inconfundível;0
3794;incongruência;-1
3795;incongruente;-1
3796;inconsciência;-1
3797;inconsciente;-1
3798;inconsequente;-1
3799;inconseqüente;-1
3800;inconsiderado;-1
3801;inconsistência;-1
3802;inconsistente;-1
3803;inconsolado;-1
3804;inconsolável;-1
3805;inconstante;-1
3806;incontestável;1
3807;incontinência;-1
3808;incontinente;-1
3809;incontrariável;-1
3810;incontrolado;-1
3811;incontroverso;1
3812;inconveniência;-1
3813;inconveniente;-1
3814;inconversável;-1
3815;incorreção;-1
3816;incorrecção;-1
3817;incorrecto;-1
3818;incorreto;-1
3819;incorrigível;-1
3820;incorrupção;1
3821;incorruptibilidade;1
3822;incorruptível;1
3823;incorrupto;1
3824;incrédulo;0
3825;incriminar;0
3826;incriticável;1
3827;incrível;0
3828;inculto;-1
3829;incultura;-1
3830;incumpridor;-1
3831;incurável;-1
3832;indecência;-1
3833;indecente;-1
3834;indecifrável;-1
3835;indeciso;-1
3836;indecoro;-1
3837;indecorosidade;-1
3838;indecoroso;-1
3839;indefectível;1
3840;indefenso;-1
3841;indeferido;-1
3842;indefeso;-1
3843;indefetível;1
3844;indefinido;-1
3845;indelével;0
3846;indelicadeza;-1
3847;indelicado;-1
3848;indemnizado;1
3849;independente;0
3850;independentista;0
3851;inderrotável;1
3852;inderrubável;1
3853;indescritível;0
3854;indesculpável;-1
3855;indesejado;-1
3856;indesejável;-1
3857;indestituível;0
3858;indestronável;0
3859;indestrutível;1
3860;indeterminado;-1
3861;indiciado;-1
3862;indigente;-1
3863;indigesto;-1
3864;indigitável;-1
3865;indignado;-1
3866;indignidade;-1
3867;indigno;-1
3868;indirecto;-1
3869;indireto;-1
3870;indisciplina;-1
3871;indisciplinado;-1
3872;indiscreto;-1
3873;indiscrição;-1
3874;indiscutível;1
3875;indispensável;1
3876;indisposição;-1
3877;indisposto;-1
3878;indissociável;0
3879;indistinto;-1
3880;inditoso;-1
3881;individualista;-1
3882;indócil;-1
3883;indocilidade;-1
3884;indolência;-1
3885;indolente;-1
3886;indomável;0
3887;indominável;-1
3888;indómito;-1
3889;indubitável;1
3890;indulgente;1
3891;industrioso;0
3892;inebriado;-1
3893;inebriante;-1
3894;inefável;-1
3895;ineficácia;-1
3896;ineficaz;-1
3897;ineficiência;-1
3898;ineficiente;-1
3899;inelegível;-1
3900;inelutável;1
3901;inenarrável;-1
3902;inépcia;-1
3903;inepto;-1
3904;inequívoco;1
3905;inércia;-1
3906;inerme;-1
3907;inerte;-1
3908;inescrutável;-1
3909;inesgotável;1
3910;inesperado;0
3911;inesquecível;0
3912;inexactidão;-1
3913;inexacto;-1
3914;inexatidão;-1
3915;inexato;-1
3916;inexcedível;1
3917;inexorável;-1
3918;inexperiência;-1
3919;inexperiente;-1
3920;inexperto;-1
3921;inexplicável;-1
3922;inexplícito;-1
3923;inexpressivo;-1
3924;inexprimível;-1
3925;infalível;1
3926;infamado;-1
3927;infamante;-1
3928;infame;-1
3929;infâmia;-1
3930;infantil;-1
3931;infantilidade;-1
3932;infatigável;1
3933;infectado;-1
3934;infecundo;-1
3935;infelicidade;-1
3936;infeliz;-1
3937;infernal;-1
3938;infernizar;1
3939;infernizar;
3940;infértil;-1
3941;infetado;-1
3942;infidelidade;-1
3943;infiel;-1
3944;inflado;-1
3945;inflamado;-1
3946;inflexibilidade;-1
3947;inflexível;-1
3948;influenciável;-1
3949;influente;1
3950;infoexcluído;-1
3951;informal;0
3952;informe;-1
3953;infortunado;-1
3954;infortúnio;-1
3955;infrene;-1
3956;infringir;-1
3957;infrutífero;-1
3958;infundado;-1
3959;ingénuo;0
3960;ingênuo;-1
3961;ingratidão;-1
3962;ingrato;-1
3963;inibido;-1
3964;inibir;1
3965;inibir-se;-1
3966;inidoneidade;-1
3967;inidóneo;-1
3968;inigualável;0
3969;inimigo;-1
3970;inimitável;0
3971;ininteligibilidade;-1
3972;ininteligível;-1
3973;ininterrupto;0
3974;iniquidade;-1
3975;iníquo;-1
3976;injúria;-1
3977;injuriado;-1
3978;injuriante;-1
3979;injuriar;-1
3980;injurioso;-1
3981;injustiça;-1
3982;injustiçado;0
3983;injusto;-1
3984;inocente;1
3985;inócuo;0
3986;inofensivo;0
3987;inopinado;0
3988;inoportuno;-1
3989;inóspito;-1
3990;inovação;1
3991;inovador;1
3992;inqualificação;-1
3993;inqualificado;-1
3994;inqualificável;-1
3995;inquebrantável;-1
3996;inquestionável;1
3997;inquietação;-1
3998;inquietante;-1
3999;inquieto;-1
4000;insaciado;-1
4001;insaciável;0
4002;insanidade;-1
4003;insano;-1
4004;insatisfatório;-1
4005;insatisfeito;-1
4006;insegurança;-1
4007;inseguro;-1
4008;insensatez;-1
4009;insensato;-1
4010;insensibilidade;-1
4011;insensível;-1
4012;inseparável;0
4013;insidioso;-1
4014;insigne;1
4015;insignificante;-1
4016;insinceridade;-1
4017;insincero;-1
4018;insinuação;-1
4019;insinuador;-1
4020;insinuante;0
4021;insinuativo;-1
4022;insinuoso;-1
4023;insipidez;-1
4024;insípido;-1
4025;insipiência;-1
4026;insipiente;-1
4027;insistente;0
4028;insociabilidade;-1
4029;insociável;-1
4030;insofrido;-1
4031;insolência;-1
4032;insolente;-1
4033;insólito;-1
4034;insondável;-1
4035;insonso;-1
4036;insosso;-1
4037;inspiração;1
4038;inspirado;1
4039;inspirador;1
4040;instabilidade;-1
4041;instável;-1
4042;instigado;-1
4043;instintivo;0
4044;instruído;1
4045;instrutivo;1
4046;insubmisso;-1
4047;insubordinação;-1
4048;insubordinado;-1
4049;insubornável;1
4050;insubstituível;1
4051;insuficiente;-1
4052;insulsez;-1
4053;insulso;-1
4054;insultado;-1
4055;insultar;-1
4056;insulto;-1
4057;insultuoso;-1
4058;insuperável;1
4059;insuportável;-1
4060;insurgente;-1
4061;insurrecto;-1
4062;insurreto;-1
4063;insusceptível;-1
4064;insuscetível;-1
4065;insuspeito;1
4066;intacto;0
4067;integridade;1
4068;integrista;-1
4069;íntegro;1
4070;intelectual;0
4071;intelectualista;0
4072;intelectualóide;-1
4073;inteligência;1
4074;inteligente;1
4075;intemerato;1
4076;intemperado;-1
4077;intemperamento;-1
4078;intempestividade;-1
4079;intempestivo;-1
4080;intenso;0
4081;interceptado;-1
4082;intercessor;0
4083;intercetado;-1
4084;interdito;-1
4085;interessante;1
4086;interesseiro;-1
4087;internado;-1
4088;interpretativo;0
4089;interrogador;0
4090;interrogatório;-1
4091;intervencionista;0
4092;interveniente;0
4093;interventor;0
4094;intimidação;-1
4095;intimidado;-1
4096;intimidador;-1
4097;intimidante;-1
4098;intimidar;1
